"region","Crash.ID","State","Month","Year","Dayweek","Time","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.Remoteness.Areas","SA4.Name.2016","National.LGA.Name.2017","National.Road.Type","Christmas.Period","Easter.Period","Age.Group","Day.of.week","Time.of.day","city","lat","long","latc","longc","initialZoom"
"Queensland",20183198,"Qld","Aug",2018,"Sunday","2:00","Single","No","No","No","50","Driver","Male",34,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Local Road","No","No","26_to_39","Weekend","Night","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20193050,"Qld","Sep",2019,"Thursday","19:00","Pedestrian","No","No","No","80","Pedestrian","Female",29,"Outer Regional Australia","Cairns","Cairns (R)","National or State Highway","No","No","26_to_39","Weekday","Night","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20193028,"Qld","Feb",2019,"Tuesday","11:00","Pedestrian","No","No","No","60","Pedestrian","Female",87,"Major Cities of Australia","Gold Coast","Gold Coast (C)","Local Road","No","No","75_or_older","Weekday","Day","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20193062,"Qld","Apr",2019,"Tuesday","12:00","Single","No","No","No","100","Motorcycle rider","Male",48,"Outer Regional Australia","Queensland - Outback","Mareeba (S)","Local Road","No","No","40_to_64","Weekday","Day","Mareeba",-16.972341,145.383091,-20.917574,142.702789,5
"Queensland",20193070,"Qld","Jul",2019,"Thursday","15:00","Single","No","No","No","100","Passenger","Male",84,"Outer Regional Australia","Darling Downs - Maranoa","Goondiwindi (R)","National or State Highway","No","No","75_or_older","Weekday","Day","Goondiwindi",-28.228906,150.321016,-20.917574,142.702789,5
"Queensland",20193061,"Qld","Apr",2019,"Sunday","16:00","Single","No","No","No","50","Driver","Male",20,"Outer Regional Australia","Townsville","Townsville (C)","Local Road","No","No","17_to_25","Weekend","Day","Townsville",-19.227783,146.764659,-20.917574,142.702789,5
"Queensland",20193139,"Qld","May",2019,"Wednesday","18:00","Multiple","No","No","No","100","Driver","Male",86,"Outer Regional Australia","Cairns","Tablelands (R)","Sub-arterial Road","No","No","75_or_older","Weekday","Night","Tablelands",-26.112408,151.870256,-20.917574,142.702789,5
"Queensland",20183201,"Qld","Apr",2018,"Sunday","17:00","Single","No","No","No","70","Motorcycle rider","Male",31,"Major Cities of Australia","Ipswich","Ipswich (C)","Sub-arterial Road","No","No","26_to_39","Weekend","Day","Ipswich",-27.627522,152.753696,-20.917574,142.702789,5
"Queensland",20183089,"Qld","Aug",2018,"Friday","12:00","Single","No","No","No","100","Motorcycle rider","Male",45,"Major Cities of Australia","Sunshine Coast","Sunshine Coast (R)","National or State Highway","No","No","40_to_64","Weekday","Day","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20183160,"Qld","Apr",2018,"Tuesday","6:00","Single","No","No","No","20","Pedal cyclist","Male",65,"Major Cities of Australia","Brisbane Inner City","Brisbane (C)","Access road","No","No","65_to_74","Weekday","Day","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20193081,"Qld","Sep",2019,"Sunday","15:00","Multiple","No","No","No","100","Driver","Male",19,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","Sub-arterial Road","No","No","17_to_25","Weekend","Day","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20183005,"Qld","Apr",2018,"Sunday","14:00","Single","No","No","No","60","Motorcycle rider","Male",36,"Inner Regional Australia","Sunshine Coast","Sunshine Coast (R)","Access road","No","No","26_to_39","Weekend","Day","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20193069,"Qld","Jun",2019,"Sunday","8:00","Multiple","No","No","No","100","Driver","Male",60,"Inner Regional Australia","Wide Bay","Bundaberg (R)","National or State Highway","No","No","40_to_64","Weekend","Day","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20183180,"Qld","Aug",2018,"Monday","8:00","Multiple","No","No","Yes","60","Driver","Male",66,"Outer Regional Australia","Townsville","Townsville (C)","Access road","No","No","65_to_74","Weekday","Day","Townsville",-19.227783,146.764659,-20.917574,142.702789,5
"Queensland",20193069,"Qld","Jun",2019,"Sunday","8:00","Multiple","No","No","No","100","Passenger","Female",63,"Inner Regional Australia","Wide Bay","Bundaberg (R)","National or State Highway","No","No","40_to_64","Weekend","Day","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20193023,"Qld","Feb",2019,"Wednesday","17:00","Single","No","No","No","100","Driver","Male",32,"Outer Regional Australia","Cairns","Mareeba (S)","National or State Highway","No","No","26_to_39","Weekday","Day","Mareeba",-16.972341,145.383091,-20.917574,142.702789,5
"Queensland",20183074,"Qld","Aug",2018,"Monday","11:00","Single","No","No","No","60","Driver","Male",51,"Outer Regional Australia","Cairns","Tablelands (R)","Sub-arterial Road","No","No","40_to_64","Weekday","Day","Tablelands",-26.112408,151.870256,-20.917574,142.702789,5
"Queensland",20193030,"Qld","Jan",2019,"Friday","18:00","Single","No","No","No","80","Driver","Male",55,"Inner Regional Australia","Wide Bay","Bundaberg (R)","Local Road","No","No","40_to_64","Weekend","Night","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20193101,"Qld","Jun",2019,"Sunday","2:00","Single","No","No","No","50","Passenger","Male",31,"Remote Australia","Queensland - Outback","Hope Vale (S)","Local Road","No","No","26_to_39","Weekend","Night","Hope Vale",-16.01,145.26,-20.917574,142.702789,5
"Queensland",20183080,"Qld","Oct",2018,"Tuesday","9:00","Multiple","No","No","No","50","Driver","Female",76,"Inner Regional Australia","Central Queensland","Rockhampton (R)","Local Road","No","No","75_or_older","Weekday","Day","Rockhampton",-23.180174,150.958111,-20.917574,142.702789,5
"Queensland",20183205,"Qld","Dec",2018,"Monday","18:00","Single","No","No","No","60","Motorcycle rider","Male",33,"Major Cities of Australia","Ipswich","Ipswich (C)","Sub-arterial Road","Yes","No","26_to_39","Weekday","Night","Ipswich",-27.627522,152.753696,-20.917574,142.702789,5
"Queensland",20183108,"Qld","Dec",2018,"Thursday","16:00","Multiple","No","No","No","100","Motorcycle rider","Male",53,"Outer Regional Australia","Cairns","Cairns (R)","National or State Highway","No","No","40_to_64","Weekday","Day","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20193042,"Qld","Sep",2019,"Sunday","12:00","Single","No","No","No","80","Motorcycle rider","Male",22,"Outer Regional Australia","Cairns","Cairns (R)","National or State Highway","No","No","17_to_25","Weekend","Day","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20183001,"Qld","Dec",2018,"Saturday","11:00","Multiple","No","No","No","100","Driver","Male",21,"Outer Regional Australia","Central Queensland","Gladstone (R)","Collector Road","Yes","No","17_to_25","Weekend","Day","Gladstone",-23.446826,151.917285,-20.917574,142.702789,5
"Queensland",20193102,"Qld","Mar",2019,"Monday","10:00","Pedestrian","No","Yes","No","80","Pedestrian","Female",49,"Major Cities of Australia","Brisbane - South","Brisbane (C)","National or State Highway","No","No","40_to_64","Weekday","Day","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20193004,"Qld","Jul",2019,"Thursday","16:00","Multiple","No","No","No","80","Motorcycle rider","Male",50,"Inner Regional Australia","Ipswich","Ipswich (C)","Sub-arterial Road","No","No","40_to_64","Weekday","Day","Ipswich",-27.627522,152.753696,-20.917574,142.702789,5
"Queensland",20183023,"Qld","Jul",2018,"Thursday","12:00","Multiple","No","No","No","60","Passenger","Male",43,"Major Cities of Australia","Sunshine Coast","Sunshine Coast (R)","Sub-arterial Road","No","No","40_to_64","Weekday","Day","Sunshine Coast",-26.635087,152.917384,-20.917574,142.702789,5
"Queensland",20193024,"Qld","Sep",2019,"Wednesday","0:00","Multiple","No","No","Yes","70","Driver","Male",19,"Major Cities of Australia","Brisbane - North","Brisbane (C)","Collector Road","No","No","17_to_25","Weekday","Night","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20193053,"Qld","Jul",2019,"Saturday","19:00","Multiple","No","No","Yes","100","Driver","Male",72,"Very Remote Australia","Queensland - Outback","Quilpie (S)","Sub-arterial Road","No","No","65_to_74","Weekend","Night","Quilpie",-26.248504,143.274156,-20.917574,142.702789,5
"Queensland",20193015,"Qld","Jul",2019,"Monday","15:00","Single","No","No","No","100","Passenger","Male",16,"Inner Regional Australia","Central Queensland","Rockhampton (R)","Local Road","No","No","0_to_16","Weekday","Day","Rockhampton",-23.180174,150.958111,-20.917574,142.702789,5
"Queensland",20183027,"Qld","Dec",2018,"Sunday","8:00","Multiple","No","No","No","60","Motorcycle rider","Male",29,"Major Cities of Australia","Gold Coast","Gold Coast (C)","National or State Highway","No","No","26_to_39","Weekend","Day","Gold Coast",-28.008783,153.412197,-20.917574,142.702789,5
"Queensland",20183028,"Qld","Sep",2018,"Thursday","7:00","Multiple","No","Yes","Yes","100","Driver","Male",40,"Outer Regional Australia","Cairns","Mareeba (S)","National or State Highway","No","No","40_to_64","Weekday","Day","Mareeba",-16.972341,145.383091,-20.917574,142.702789,5
"Queensland",20183185,"Qld","Jun",2018,"Thursday","17:00","Multiple","No","No","Yes","100","Driver","Male",22,"Outer Regional Australia","Wide Bay","Bundaberg (R)","National or State Highway","No","No","17_to_25","Weekday","Day","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20183048,"Qld","Jan",2018,"Monday","14:00","Multiple","No","No","No","80","Driver","Male",21,"Inner Regional Australia","Wide Bay","Gympie (R)","National or State Highway","Yes","No","17_to_25","Weekday","Day","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20183054,"Qld","Sep",2018,"Saturday","1:00","Multiple","No","No","No","60","Passenger","Male",15,"Major Cities of Australia","Brisbane - North","Brisbane (C)","Collector Road","No","No","0_to_16","Weekend","Night","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20183174,"Qld","Dec",2018,"Monday","19:00","Pedestrian","No","No","No","60","Pedestrian","Male",76,"Outer Regional Australia","Townsville","Townsville (C)","Sub-arterial Road","Yes","No","75_or_older","Weekday","Night","Townsville",-19.227783,146.764659,-20.917574,142.702789,5
"Queensland",20183174,"Qld","Dec",2018,"Monday","19:00","Pedestrian","No","No","No","60","Pedestrian","Female",75,"Outer Regional Australia","Townsville","Townsville (C)","Sub-arterial Road","Yes","No","75_or_older","Weekday","Night","Townsville",-19.227783,146.764659,-20.917574,142.702789,5
"Queensland",20183105,"Qld","Apr",2018,"Saturday","1:00","Single","No","No","No","110","Passenger","Male",16,"Outer Regional Australia","Darling Downs - Maranoa","Goondiwindi (R)","National or State Highway","No","No","0_to_16","Weekend","Night","Goondiwindi",-28.228906,150.321016,-20.917574,142.702789,5
"Queensland",20193121,"Qld","Mar",2019,"Thursday","21:00","Single","No","No","No","80","Driver","Male",30,"Outer Regional Australia","Cairns","Tablelands (R)","National or State Highway","No","No","26_to_39","Weekday","Night","Tablelands",-26.112408,151.870256,-20.917574,142.702789,5
"Queensland",20183040,"Qld","Jun",2018,"Tuesday","8:00","Single","No","No","No","70","Driver","Female",36,"Inner Regional Australia","Wide Bay","Gympie (R)","Local Road","No","No","26_to_39","Weekday","Day","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20183110,"Qld","Jul",2018,"Thursday","21:00","Single","No","No","No","60","Driver","Male",22,"Outer Regional Australia","Cairns","Cairns (R)","Collector Road","No","No","17_to_25","Weekday","Night","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20193071,"Qld","Aug",2019,"Friday","23:00","Single","No","No","No","100","Driver","Male",24,"Outer Regional Australia","Darling Downs - Maranoa","Goondiwindi (R)","National or State Highway","No","No","17_to_25","Weekend","Night","Goondiwindi",-28.228906,150.321016,-20.917574,142.702789,5
"Queensland",20193006,"Qld","Mar",2019,"Saturday","4:00","Multiple","No","No","No","70","Driver","Male",47,"Inner Regional Australia","Central Queensland","Rockhampton (R)","Local Road","No","No","40_to_64","Weekend","Night","Rockhampton",-23.180174,150.958111,-20.917574,142.702789,5
"Queensland",20193140,"Qld","Jan",2019,"Thursday","1:00","Single","No","No","No","80","Driver","Male",59,"Inner Regional Australia","Wide Bay","Gympie (R)","Local Road","No","No","40_to_64","Weekday","Night","Gympie",-26.153831,152.616943,-20.917574,142.702789,5
"Queensland",20183018,"Qld","Mar",2018,"Thursday","11:00","Single","No","No","No","100","Driver","Male",39,"Outer Regional Australia","Cairns","Douglas (S)","Sub-arterial Road","No","No","26_to_39","Weekday","Day","Douglas",-27.343884,151.887919,-20.917574,142.702789,5
"Queensland",20183047,"Qld","Feb",2018,"Monday","15:00","Pedestrian","No","No","No","80","Pedestrian","Male",74,"Major Cities of Australia","Ipswich","Ipswich (C)","National or State Highway","No","No","65_to_74","Weekday","Day","Ipswich",-27.627522,152.753696,-20.917574,142.702789,5
"Queensland",20183130,"Qld","May",2018,"Saturday","14:00","Single","No","No","No","110","Driver","Male",17,"Outer Regional Australia","Townsville","Townsville (C)","National or State Highway","No","No","17_to_25","Weekend","Day","Townsville",-19.227783,146.764659,-20.917574,142.702789,5
"Queensland",20193068,"Qld","Aug",2019,"Monday","5:00","Multiple","No","No","Yes","100","Driver","Male",61,"Very Remote Australia","Queensland - Outback","Longreach (R)","Sub-arterial Road","No","No","40_to_64","Weekend","Night","Longreach",-23.790711,143.402522,-20.917574,142.702789,5
"Queensland",20183204,"Qld","Nov",2018,"Saturday","15:00","Multiple","No","No","No","60","Driver","Female",52,"Major Cities of Australia","Brisbane - North","Brisbane (C)","Collector Road","No","No","40_to_64","Weekend","Day","Brisbane",-27.468391,153.022126,-20.917574,142.702789,5
"Queensland",20193142,"Qld","Apr",2019,"Friday","15:00","Multiple","No","No","No","60","Driver","Female",26,"Remote Australia","Queensland - Outback","Mount Isa (C)","Sub-arterial Road","No","No","26_to_39","Weekday","Day","Mount Isa",-21.017327,137.432341,-20.917574,142.702789,5
"Queensland",20183091,"Qld","Mar",2018,"Sunday","11:00","Multiple","No","No","No","60","Motorcycle rider","Male",73,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","Sub-arterial Road","No","No","65_to_74","Weekend","Day","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20183075,"Qld","Jan",2018,"Thursday","6:00","Single","No","Yes","No","100","Driver","Male",61,"Outer Regional Australia","Mackay - Isaac - Whitsunday","Mackay (R)","National or State Highway","No","No","40_to_64","Weekday","Day","Mackay",-21.33763,149.059737,-20.917574,142.702789,5
"Queensland",20183168,"Qld","Apr",2018,"Monday","14:00","Single","No","No","No","60","Driver","Female",54,"Outer Regional Australia","Cairns","Cairns (R)","Collector Road","No","No","40_to_64","Weekday","Day","Cairns",-16.923761,145.742303,-20.917574,142.702789,5
"Queensland",20183105,"Qld","Apr",2018,"Saturday","1:00","Single","No","No","No","110","Driver","Male",17,"Outer Regional Australia","Darling Downs - Maranoa","Goondiwindi (R)","National or State Highway","No","No","17_to_25","Weekend","Night","Goondiwindi",-28.228906,150.321016,-20.917574,142.702789,5
"Queensland",20193124,"Qld","Jan",2019,"Sunday","3:00","Single","No","No","No","100","Driver","Male",24,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","National or State Highway","No","No","17_to_25","Weekend","Night","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20193016,"Qld","Jan",2019,"Tuesday","10:00","Single","No","No","No","100","Driver","Male",82,"Inner Regional Australia","Darling Downs - Maranoa","Toowoomba (R)","Sub-arterial Road","Yes","No","75_or_older","Weekday","Day","Toowoomba",-27.576308,151.852689,-20.917574,142.702789,5
"Queensland",20183152,"Qld","Oct",2018,"Friday","17:00","Single","No","No","No","100","Motorcycle rider","Male",75,"Outer Regional Australia","Wide Bay","Bundaberg (R)","Undetermined","No","No","75_or_older","Weekday","Day","Bundaberg",-24.88776,152.297855,-20.917574,142.702789,5
"Queensland",20193020,"Qld","Mar",2019,"Saturday","9:00","Single","No","No","No","60","Driver","Female",38,"Outer Regional Australia","Cairns","Tablelands (R)","Sub-arterial Road","No","No","26_to_39","Weekend","Day","Tablelands",-26.112408,151.870256,-20.917574,142.702789,5
"Queensland",20183166,"Qld","Feb",2018,"Saturday","3:00","Pedestrian","No","No","No","60","Pedestrian","Male",32,"Outer Regional Australia","Townsville","Townsville (C)","Local Road","No","No","26_to_39","Weekend","Night","Townsville",-19.227783,146.764659,-20.917574,142.702789,5
